team,over,batter,bowler,non_striker,batter_runs,extras_runs,total_runs,wicket,extra_legbyes_runs,extra_noballs_runs,extra_wides_runs
New Zealand,17,SB Styris,A Kumble,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,17,SP Fleming,A Kumble,SB Styris,1,0,1,0.0,0.0,0.0,0.0
New Zealand,17,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,17,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,17,SB Styris,A Kumble,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,17,SP Fleming,A Kumble,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,18,SB Styris,A Nehra,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,18,SB Styris,A Nehra,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,18,SP Fleming,A Nehra,SB Styris,4,0,4,0.0,0.0,0.0,0.0
New Zealand,18,SP Fleming,A Nehra,SB Styris,2,0,2,0.0,0.0,0.0,0.0
New Zealand,18,SP Fleming,A Nehra,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,18,SP Fleming,A Nehra,SB Styris,4,0,4,0.0,0.0,0.0,0.0
New Zealand,19,SB Styris,Z Khan,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,19,SB Styris,Z Khan,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,19,SB Styris,Z Khan,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,19,SB Styris,Z Khan,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,19,SP Fleming,Z Khan,SB Styris,1,0,1,0.0,0.0,0.0,0.0
New Zealand,19,SB Styris,Z Khan,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,20,SP Fleming,SC Ganguly,SB Styris,4,0,4,0.0,0.0,0.0,0.0
New Zealand,20,SP Fleming,SC Ganguly,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,20,SP Fleming,SC Ganguly,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,20,SP Fleming,SC Ganguly,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,20,SP Fleming,SC Ganguly,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,20,SP Fleming,SC Ganguly,SB Styris,1,0,1,0.0,0.0,0.0,0.0
New Zealand,21,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,21,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,21,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,21,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,21,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,21,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,22,SB Styris,SC Ganguly,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,22,SB Styris,SC Ganguly,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,22,SB Styris,SC Ganguly,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,22,SB Styris,SC Ganguly,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,22,SB Styris,SC Ganguly,SP Fleming,4,0,4,0.0,0.0,0.0,0.0
New Zealand,22,SB Styris,SC Ganguly,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,23,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,23,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,23,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,23,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,23,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,23,SP Fleming,Z Khan,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,24,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,24,SB Styris,A Kumble,SP Fleming,4,0,4,0.0,0.0,0.0,0.0
New Zealand,24,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,24,SB Styris,A Kumble,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,24,SP Fleming,A Kumble,SB Styris,0,1,1,0.0,0.0,0.0,1.0
New Zealand,24,SP Fleming,A Kumble,SB Styris,1,0,1,0.0,0.0,0.0,0.0
New Zealand,24,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,25,SP Fleming,Z Khan,SB Styris,0,1,1,0.0,0.0,0.0,1.0
New Zealand,25,SP Fleming,Z Khan,SB Styris,1,0,1,0.0,0.0,0.0,0.0
New Zealand,25,SB Styris,Z Khan,SP Fleming,0,1,1,0.0,1.0,0.0,0.0
New Zealand,25,SP Fleming,Z Khan,SB Styris,4,0,4,0.0,0.0,0.0,0.0
New Zealand,25,SP Fleming,Z Khan,SB Styris,1,0,1,0.0,0.0,0.0,0.0
New Zealand,25,SB Styris,Z Khan,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,25,SB Styris,Z Khan,SP Fleming,4,0,4,0.0,0.0,0.0,0.0
New Zealand,26,SP Fleming,J Srinath,SB Styris,0,1,1,0.0,1.0,0.0,0.0
New Zealand,26,SB Styris,J Srinath,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,26,SP Fleming,J Srinath,SB Styris,2,0,2,0.0,0.0,0.0,0.0
New Zealand,26,SP Fleming,J Srinath,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,26,SP Fleming,J Srinath,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,26,SP Fleming,J Srinath,SB Styris,0,0,0,0.0,0.0,0.0,0.0
New Zealand,27,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,27,SB Styris,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,27,SB Styris,A Kumble,SP Fleming,0,0,0,1.0,0.0,0.0,0.0
New Zealand,27,L Vincent,A Kumble,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,27,L Vincent,A Kumble,SP Fleming,1,0,1,0.0,0.0,0.0,0.0
New Zealand,27,SP Fleming,A Kumble,L Vincent,4,0,4,0.0,0.0,0.0,0.0
New Zealand,28,L Vincent,J Srinath,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,28,L Vincent,J Srinath,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,28,L Vincent,J Srinath,SP Fleming,0,0,0,0.0,0.0,0.0,0.0
New Zealand,28,L Vincent,J Srinath,SP Fleming,4,0,4,0.0,0.0,0.0,0.0
